"","country","shape"
"73527","us","disk"
"73533","us","disk"
"73536","us","disk"
"73537",NA,"disk"
"73541","us","disk"
"73544","us","disk"
"73549","us","disk"
"73558","us","disk"
"73561",NA,"disk"
"73564",NA,"disk"
"73568",NA,"disk"
"73572","us","disk"
"73573","us","disk"
"73577","us","disk"
"73578","us","disk"
"73582","us","disk"
"73587","us","disk"
"73588","us","disk"
"73591","us","disk"
"73592","us","disk"
"73593","us","disk"
"73602","us","disk"
"73613",NA,"disk"
"73615","us","disk"
"73628","us","disk"
"73630","us","disk"
"73637","us","disk"
"73643",NA,"disk"
"73649",NA,"disk"
"73654","us","disk"
"73664",NA,"disk"
"73667",NA,"disk"
"73669","us","disk"
"73670","us","disk"
"73677","us","disk"
"73685","us","disk"
"73702","us","disk"
"73709","us","disk"
"73718","us","disk"
"73719","us","disk"
"73742","us","disk"
"73759","us","disk"
"73762","us","disk"
"73783",NA,"disk"
"73784",NA,"disk"
"73791","us","disk"
"73798","us","disk"
"73824","us","disk"
"73825","us","disk"
"73848","gb","teardrop"
"73851","gb","light"
"73860","ca","disk"
"73866","us","disk"
"73934","us","disk"
"73938","us","disk"
"73949","us","disk"
"73950","us","disk"
"73954","ca","disk"
"73956",NA,"disk"
"73985","gb","fireball"
"73993","us","disk"
"73998","us","disk"
"74003","gb",NA
"74013","us","disk"
"74027","us","disk"
"74029","us","disk"
"74050","us","disk"
"74063","ca","disk"
"74067","us","disk"
"74070","us","disk"
"74077","us","disk"
"74087",NA,"disk"
"74119","gb","fireball"
"74129",NA,"disk"
"74132","us","disk"
"74169","us","disk"
"74171","ca","disk"
"74188","gb","unknown"
"74195","gb","fireball"
"74200","us","disk"
"74208",NA,"disk"
"74216",NA,"disk"
"74245","gb","disk"
"74252","gb","triangle"
"74262","gb","circle"
"74278","us","disk"
"74299","us","disk"
"74303","us","disk"
"74305",NA,"disk"
"74306","us","disk"
"74309","us","disk"
"74316","gb","triangle"
"74317","gb","circle"
"74325","us","disk"
"74333","gb","light"
"74349","gb","circle"
"74351","gb","disk"
"74364","gb","oval"
"74366",NA,"disk"
"74377",NA,"disk"
"74382","gb","triangle"
"74385",NA,"disk"
"74402","us","disk"
"74408","us","disk"
"74412","ca","disk"
"74413","ca","disk"
"74439","gb","changing"
"74445","us","disk"
"74449","us","disk"
"74455","us","disk"
"74508","us","disk"
"74516","us","disk"
"74520","us","disk"
"74535","us","disk"
"74560","us","disk"
"74563","us","disk"
"74569","us","disk"
"74574","us","disk"
"74584","us","disk"
"74587","us","disk"
"74599","us","disk"
"74600","gb","sphere"
"74636",NA,"disk"
"74643","us","disk"
"74659","ca","disk"
"74680","us","disk"
"74681","au","disk"
"74685",NA,"disk"
"74698","us","disk"
"74708","us","disk"
"74724","gb","rectangle"
"74736","us","disk"
"74742",NA,"disk"
"74755","us","disk"
"74829","gb","disk"
"74831","gb","circle"
"74835","us","disk"
"74839","us","disk"
"74841",NA,"disk"
"74842","us","disk"
"74844","us","disk"
"74853","us","disk"
"74869","us","disk"
"74880","ca","disk"
"74897","us","disk"
"74904","gb","triangle"
"74906","us","disk"
"74908","au","disk"
"74938","us","disk"
"74939","us","disk"
"74946","gb","disk"
"74949","us","disk"
"74950","gb","light"
"74961",NA,"disk"
"74969","us","disk"
"75003","us","disk"
"75017","us","disk"
"75083","gb","chevron"
"75093","us","disk"
"75094",NA,"disk"
"75114","us","disk"
"75115","us","disk"
"75118","us","disk"
"75124","us","disk"
"75127","gb","circle"
"75130",NA,"disk"
"75144","us","disk"
"75155","gb","changing"
"75181","us","disk"
"75216","gb","sphere"
"75223","us","disk"
"75237","gb","light"
"75240",NA,"disk"
"75254",NA,"disk"
"75262","us","disk"
"75271","us","disk"
"75281","us","disk"
"75286","us","disk"
"75309","us","disk"
"75311","gb",NA
"75317","gb","circle"
"75339","us","disk"
"75348","us","disk"
"75354","gb","triangle"
"75391","us","disk"
"75415","us","disk"
"75418","us","disk"
"75422","us","disk"
"75423","us","disk"
"75424","us","disk"
"75426","us","disk"
"75428",NA,"disk"
"75431","gb","sphere"
"75438","us","disk"
"75444","us","disk"
"75455","us","disk"
"75458","us","disk"
"75466","us","disk"
"75469","us","disk"
"75477","us","disk"
"75478","gb","disk"
"75493","us","disk"
"75505","us","disk"
"75517","us","disk"
"75522","us","disk"
"75533","us","disk"
"75544","gb","light"
"75548","us","disk"
"75552","us","disk"
"75560","gb","sphere"
"75577","gb","circle"
"75585","us","disk"
"75588","us","disk"
"75620","gb","disk"
"75624","us","disk"
"75625","us","disk"
"75628","us","disk"
"75671","us","disk"
"75694","gb","circle"
"75705","gb","circle"
"75721","us","disk"
"75725","gb","sphere"
"75775",NA,"disk"
"75815","gb","sphere"
"75856","us","disk"
"75869","us","disk"
"75935","gb","egg"
"75944","us","disk"
"75946","gb","circle"
"75948","gb","light"
"75950","gb","light"
"75959",NA,"disk"
"75963","us","disk"
"75970","us","disk"
"75972","us","disk"
"75973","us","disk"
"75979","gb","unknown"
"75998",NA,"disk"
"76036","gb","teardrop"
"76048","us","disk"
"76063","us","disk"
"76086",NA,"disk"
"76091",NA,"disk"
"76094","us","disk"
"76102","us","disk"
"76105","us","disk"
"76109","us","disk"
"76149","us","disk"
"76155","gb","light"
"76156","gb","circle"
"76157","us","disk"
"76159","us","disk"
"76184","gb","diamond"
"76218",NA,"disk"
"76245","gb","oval"
"76246","gb","circle"
"76276","us","disk"
"76280","us","disk"
"76289","us","disk"
"76299","us","disk"
"76322","us","disk"
"76328","us","disk"
"76329",NA,"disk"
"76380","us","disk"
"76400","us","disk"
"76410","us","disk"
"76419","gb",NA
"76420","us","disk"
"76429","gb","sphere"
"76444","gb","circle"
"76448",NA,"disk"
"76474","us","disk"
"76488","gb","light"
"76493","gb","other"
"76528","ca","disk"
"76529","us","disk"
"76570","us","disk"
"76572",NA,"disk"
"76573",NA,"disk"
"76593","us","disk"
"76596","us","disk"
"76608","gb","formation"
"76623","gb",NA
"76632","us","disk"
"76637",NA,"disk"
"76639",NA,"disk"
"76640",NA,"disk"
"76644","gb",NA
"76667","au","disk"
"76687","us","disk"
"76692","gb","other"
"76732","us","disk"
"76746","us","disk"
"76751","gb","circle"
"76817",NA,"disk"
"76825","us","disk"
"76856","gb","circle"
"76861","us","disk"
"76862","us","disk"
"76863","us","disk"
"76864",NA,"disk"
"76870","ca","disk"
"76881","us","disk"
"76884","us","disk"
"76886","us","disk"
"76887","us","disk"
"76916","gb","disk"
"76922","gb","unknown"
"76940","us","disk"
"76960","gb","circle"
"76978","us","disk"
"77005",NA,"disk"
"77010","us","disk"
"77011","us","disk"
"77033","us","disk"
"77083","us","disk"
"77085","ca","disk"
"77086","us","disk"
"77090",NA,"disk"
"77091","us","disk"
"77094","us","disk"
"77100","gb","light"
"77117","us","disk"
"77123","gb","teardrop"
"77132",NA,"disk"
"77136","us","disk"
"77149","gb","triangle"
"77153","us","disk"
"77162",NA,"disk"
"77168","us","disk"
"77180",NA,"disk"
"77184","us","disk"
"77193","gb","other"
"77194","us","disk"
"77197","gb","circle"
"77201","gb","light"
"77202","us","disk"
"77218","us","disk"
"77224","gb","triangle"
"77228",NA,"disk"
"77239","gb","sphere"
"77245","us","disk"
"77276","us","disk"
"77293","us","disk"
"77301","us","disk"
"77370","gb","sphere"
"77389",NA,"disk"
"77391","us","disk"
"77394",NA,"disk"
"77410",NA,"disk"
"77412","us","disk"
"77413","au","disk"
"77421","gb",NA
"77423",NA,"disk"
"77491","gb","fireball"
"77496","gb","light"
"77502","gb","formation"
"77614","gb","unknown"
"77629","gb","triangle"
"77646","gb","light"
"77667",NA,"disk"
"77674","us","disk"
"77680","us","disk"
"77686","us","disk"
"77692","us","disk"
"77693","us","disk"
"77700","gb","light"
"77710","us","disk"
"77723","us","disk"
"77733",NA,"disk"
"77734","us","disk"
"77788","us","disk"
"77806","gb","sphere"
"77813","gb","triangle"
"77858","ca","disk"
"77862","ca","disk"
"77864","gb","oval"
"77897","gb","light"
"77898","us","disk"
"77904","gb","other"
"77905","us","disk"
"77917","gb","flash"
"77928","us","disk"
"77960",NA,"disk"
"77981","gb","rectangle"
"77997","us","disk"
"78004","us","disk"
"78015","gb","fireball"
"78024","us","disk"
"78025","us","disk"
"78037","us","disk"
"78044",NA,"disk"
"78074","us","disk"
"78075","gb","light"
"78090","us","disk"
"78094","us","disk"
"78099",NA,"disk"
"78101","us","disk"
"78110","us","disk"
"78116","gb","changing"
"78129","us","disk"
"78141","gb","egg"
"78143","us","disk"
"78155","gb","unknown"
"78169","gb","sphere"
"78173","gb","other"
"78176","gb","circle"
"78185","gb","diamond"
"78214","gb",NA
"78222","us","disk"
"78227","gb","circle"
"78228","gb","circle"
"78244","us","disk"
"78264","gb","light"
"78265","us","disk"
"78279",NA,"disk"
"78280","us","disk"
"78287","us","disk"
"78300","gb","light"
"78303","gb",NA
"78314","us","disk"
"78321","gb","cigar"
"78324","gb","circle"
"78330","us","disk"
"78347","gb","triangle"
"78382",NA,"disk"
"78397","us","disk"
"78435","gb","unknown"
"78437","us","disk"
"78447","gb","triangle"
"78450","us","disk"
"78452","gb","chevron"
"78507","gb","fireball"
"78535","us","disk"
"78584","us","disk"
"78598","ca","disk"
"78611","us","disk"
"78612","gb","triangle"
"78623","us","disk"
"78625",NA,"disk"
"78640","gb","cigar"
"78641","ca","disk"
"78656","us","disk"
"78678","us","disk"
"78721","gb",NA
"78724","us","disk"
"78754","us","disk"
"78785","us","disk"
"78813","us","disk"
"78870","us","disk"
"78871",NA,"disk"
"78872","us","disk"
"78874",NA,"disk"
"78883","gb","disk"
"78895","us","disk"
"78901","us","disk"
"78902","us","disk"
"78903",NA,"disk"
"78904","us","disk"
"78927","gb","light"
"78944","us","disk"
"78945","gb","sphere"
"78956","gb","light"
"78965",NA,"disk"
"78967","us","disk"
"78968","gb","chevron"
"78970","gb","circle"
"79002","us","disk"
"79011","gb","oval"
"79051","us","disk"
"79068","us","disk"
"79096","us","disk"
"79099","ca","disk"
"79131","us","disk"
"79175","gb","diamond"
"79180","us","disk"
"79183","ca","disk"
"79190","us","disk"
"79191","us","disk"
"79192","us","disk"
"79201",NA,"disk"
"79202","us","disk"
"79203","gb","rectangle"
"79204","ca","disk"
"79210",NA,"disk"
"79220","us","disk"
"79224","us","disk"
"79227","us","disk"
"79232","us","disk"
"79237","gb","formation"
"79242","ca","disk"
"79246","us","disk"
"79247","us","disk"
"79263","gb","circle"
"79271","us","disk"
"79285","gb","unknown"
"79305","us","disk"
"79396","us","disk"
"79402","us","disk"
"79477",NA,"disk"
"79484","us","disk"
"79509","us","disk"
"79514","gb","circle"
"79520","us","disk"
"79544","us","disk"
"79557","us","disk"
"79568","gb","flash"
"79569","us","disk"
"79571","us","disk"
"79576","us","disk"
"79582","gb","circle"
"79648","gb","sphere"
"79657","us","disk"
"79676","us","disk"
"79700",NA,"disk"
"79713","ca","disk"
"79731","gb","unknown"
"79748","gb","circle"
"79763","us","disk"
"79768","us","disk"
"79778","us","disk"
"79787","us","disk"
"79802","us","disk"
"79811","gb","rectangle"
"79822","us","disk"
"79918","us","disk"
"79920","us","disk"
"79934","us","disk"
"79946","us","disk"
"79950","us","disk"
"79953","us","disk"
"79954",NA,"disk"
"79957","us","disk"
"79958","us","disk"
"79964","us","disk"
"79965","ca","disk"
"79977","us","disk"
"80001","gb","circle"
"80002","us","disk"
"80003","gb","oval"
"80035","us","disk"
"80040","us","disk"
"80041","us","disk"
"80049","gb","light"
"80073",NA,"disk"
"80079","gb","fireball"
"80121","us","disk"
"80143","us","disk"
"80161","gb","other"
"80172",NA,"disk"
"80197","us","disk"
"80198","us","disk"
"80200","us","disk"
"80202","us","disk"
"80207","gb","unknown"
"80208","us","disk"
"80210","us","disk"
"80212",NA,"disk"
"80250","gb","sphere"
"80254","gb","circle"
"80259","ca","disk"
"80264","us","disk"
"80274",NA,"disk"
"80276","us","disk"
"80278","gb",NA
"80292","gb","other"
"80296","us","disk"
"80314","us","disk"
"80326","au","disk"
"80330",NA,"disk"
"80335","gb","changing"
"80348","us","disk"
"80349","us","disk"
"80363","gb","diamond"
"80365","us","disk"
"80369","us","disk"
"80372","us","disk"
"80399","gb","light"
"80400","gb","light"
"80403","us","disk"
"80409","gb","fireball"
"80427","gb","light"
"80447","us","disk"
"80453","us","disk"
"80481","us","disk"
"80516","us","disk"
"80517","us","disk"
"80520","us","disk"
"80530","gb","sphere"
"80556","us","disk"
"80564","gb","sphere"
"80583","au","disk"
"80584","us","disk"
"80590","gb","chevron"
"80591","us","disk"
"80595","us","disk"
"80610",NA,"disk"
"80625","us","disk"
"80641","gb","light"
"80643","us","disk"
"80647","us","disk"
"80664","gb","sphere"
"80666","gb","other"
"80669","us","disk"
"80680","us","disk"
"80724","us","disk"
"80732",NA,"disk"
"80733","us","disk"
"80735",NA,"disk"
"80740","us","disk"
"80743","ca","disk"
"80744",NA,"disk"
"80748","us","disk"
"80750",NA,"disk"
"80751","us","disk"
"80759","us","disk"
"80763","us","disk"
"80780","au","disk"
"80809","us","disk"
"80829","gb","egg"
"80846","us","disk"
"80850","gb","other"
"80862","gb","unknown"
"80867","us","disk"
"80871","us","disk"
"80882","us","disk"
"80888","us","disk"
"80903","gb","oval"
"80917","gb","formation"
"80933","us","disk"
"80958","us","disk"
"80971","us","disk"
"81004","us","disk"
"81046","gb","light"
"81063","us","disk"
"81082",NA,"disk"
"81083","us","disk"
"81105","us","disk"
"81141","gb","egg"
"81171","us","disk"
"81214","us","disk"
"81238","us","disk"
"81247","gb","oval"
"81248","gb","unknown"
"81254","us","disk"
"81265","gb","disk"
"81337","us","disk"
"81340","us","disk"
"81341",NA,"disk"
"81343",NA,"disk"
"81353","us","disk"
"81356","us","disk"
"81363","us","disk"
"81365","us","disk"
"81371","us","disk"
"81372","us","disk"
"81374","us","disk"
"81380","us","disk"
"81385","us","disk"
"81389","us","disk"
"81400","us","disk"
"81401",NA,"disk"
"81403","us","disk"
"81405","us","disk"
"81414","us","disk"
"81417","us","disk"
"81422","us","disk"
"81431",NA,"disk"
"81441","us","disk"
"81442",NA,"disk"
"81443","us","disk"
"81449","us","disk"
"81486","us","disk"
"81487","us","disk"
"81491",NA,"disk"
"81492",NA,"disk"
"81495","us","disk"
"81501","us","disk"
"81559","gb","teardrop"
"81583","gb","disk"
"81597","gb","egg"
"81599","us","disk"
"81607","us","disk"
"81611","us","disk"
"81617","us","disk"
"81619",NA,"disk"
"81623","gb","diamond"
"81626","gb","oval"
"81640","us","disk"
"81670","us","disk"
"81689","us","disk"
"81695","gb","light"
"81718",NA,"disk"
"81794","us","disk"
"81831","us","disk"
"81848","us","disk"
"81851","us","disk"
"81862","us","disk"
"81869","us","disk"
"81903",NA,"disk"
"81915","us","disk"
"81920","us","disk"
"81928","us","disk"
"81950","us","disk"
"81966",NA,"disk"
"81979","us","disk"
"82002","gb","triangle"
"82011",NA,"disk"
"82028","us","disk"
"82046",NA,"disk"
"82054","us","disk"
"82057","us","disk"
"82077","gb","fireball"
"82082","gb","circle"
"82088","gb","fireball"
"82098","gb","circle"
"82129","us","disk"
"82139","us","disk"
"82142","ca","disk"
"82167","us","disk"
"82169",NA,"disk"
"82214","us","disk"
"82235","gb","changing"
"82239","gb","oval"
"82246","gb","circle"
"82252","gb","other"
"82258","gb","light"
"82262","us","disk"
"82279","us","disk"
"82293","us","disk"
"82299","us","disk"
"82302","us","disk"
"82303",NA,"disk"
"82305","us","disk"
"82322",NA,"disk"
"82340","us","disk"
"82386","us","disk"
"82399","us","disk"
"82408","us","disk"
"82413",NA,"disk"
"82415","us","disk"
"82416","gb","other"
"82417","us","disk"
"82421","us","disk"
"82433","us","disk"
"82434","us","disk"
"82435","us","disk"
"82476",NA,"disk"
"82485","gb","circle"
"82486","gb","circle"
"82542","us","disk"
"82546","us","disk"
"82574",NA,"disk"
"82588","us","disk"
"82640","us","disk"
"82668","us","disk"
"82681","us","disk"
"82684","us","disk"
"82685","us","disk"
"82689","us","disk"
"82691","us","disk"
"82693","us","disk"
"82696","us","disk"
"82700",NA,"disk"
"82702",NA,"disk"
"82703","us","disk"
"82704","us","disk"
"82705","us","disk"
"82706","us","disk"
"82707","us","disk"
"82720","gb","cigar"
"82721","us","disk"
"82724","us","disk"
"82730","gb","chevron"
"82731",NA,"disk"
"82735","us","disk"
"82736","us","disk"
"82740","us","disk"
"82743","ca","disk"
"82748","us","disk"
"82752",NA,"disk"
"82753","us","disk"
"82761","us","disk"
"82763","us","disk"
"82775","us","disk"
"82776","us","disk"
"82782","us","disk"
"82787","ca","disk"
"82789",NA,"disk"
"82792","us","disk"
"82808","us","disk"
"82817","gb","triangle"
"82843","us","disk"
"82851","us","disk"
"82852","gb","cigar"
"82861","us","disk"
"82864","us","disk"
"82867","us","disk"
"82869","us","disk"
"82876","us","disk"
"82893","us","disk"
"82897","us","disk"
"82924",NA,"disk"
"82950","us","disk"
"82956",NA,"disk"
"82957","us","disk"
"82961","us","disk"
"82962","gb","light"
"82965","us","disk"
"82969","us","disk"
"82971","gb","other"
"82973","us","disk"
"82984","gb","rectangle"
"82986","us","disk"
"83005","us","disk"
"83006","us","disk"
"83008","gb","sphere"
"83009","us","disk"
"83015","us","disk"
"83045","us","disk"
"83046",NA,"disk"
"83054","us","disk"
"83055","us","disk"
"83075","us","disk"
"83078","us","disk"
"83097","us","disk"
"83109","gb","light"
"83110","gb","changing"
"83118","gb","teardrop"
"83123","us","disk"
"83124","us","disk"
"83141","us","disk"
"83145",NA,"disk"
"83168","us","disk"
"83179","gb","diamond"
"83184","us","disk"
"83185","us","disk"
"83197","gb","disk"
"83200","gb","sphere"
"83212","us","disk"
"83213","us","disk"
"83270","gb","circle"
"83275","us","disk"
"83282",NA,"disk"
"83283","gb","diamond"
"83286","us","disk"
"83289","us","disk"
"83301","gb","diamond"
"83312","gb","circle"
"83328","us","disk"
"83345","us","disk"
"83347",NA,"disk"
"83349","us","disk"
"83357","gb","formation"
"83382","gb","fireball"
"83383","us","disk"
"83387","gb","triangle"
"83409","gb","cigar"
"83411","us","disk"
"83426","us","disk"
"83433","us","disk"
"83454","us","disk"
"83468","ca","disk"
"83481",NA,"disk"
"83485","us","disk"
"83490",NA,"disk"
"83492","us","disk"
"83502","us","disk"
"83514","gb","chevron"
"83517","gb","triangle"
"83526","gb","disk"
"83556","us","disk"
"83561","us","disk"
"83566","us","disk"
"83570",NA,"disk"
"83572","us","disk"
"83586","us","disk"
"83596","us","disk"
"83612","us","disk"
"83643","gb",NA
"83655","us","disk"
"83665",NA,"disk"
"83671","us","disk"
"83686","us","disk"
"83705","us","disk"
"83747","gb","unknown"
"83755","us","disk"
"83770","us","disk"
"83771","us","disk"
"83772","us","disk"
"83795","us","disk"
"83796","us","disk"
"83810","us","disk"
"83818",NA,"disk"
"83819",NA,"disk"
"83858","us","disk"
"83861","gb","triangle"
"83862","gb","circle"
"83866",NA,"disk"
"83876","gb","fireball"
"83879","us","disk"
"83881","gb","light"
"83911",NA,"disk"
"83923",NA,"disk"
"83928","us","disk"
"83936","us","disk"
"83973","gb","triangle"
"83977","us","disk"
"83980","us","disk"
"83981","us","disk"
"83986","us","disk"
"83991","us","disk"
"84013","us","disk"
"84018","us","disk"
"84082",NA,"disk"
"84083","us","disk"
"84098","us","disk"
"84117","gb","light"
"84121","us","disk"
"84142","us","disk"
"84156","us","disk"
"84162","us","disk"
"84173","us","disk"
"84264","us","disk"
"84276","us","disk"
"84277","us","disk"
"84281","us","disk"
"84299","us","disk"
"84307","us","disk"
"84319","us","disk"
"84320","us","disk"
"84334","us","disk"
"84338","us","disk"
"84340","us","disk"
"84364","us","disk"
"84373","us","disk"
"84392","gb","sphere"
"84394","gb","formation"
"84397","gb","other"
"84410","us","disk"
"84413",NA,"disk"
"84423","us","disk"
"84427","us","disk"
"84430","gb","light"
"84449","us","disk"
"84459","us","disk"
"84470","us","disk"
"84493","us","disk"
"84496","us","disk"
"84514","gb","light"
"84516","us","disk"
"84526","gb","light"
"84538","gb","other"
"84545","us","disk"
"84604",NA,"disk"
"84645","gb","triangle"
"84646",NA,"disk"
"84655","us","disk"
"84661","us","disk"
"84668","us","disk"
"84673","us","disk"
"84676","us","disk"
"84689","gb","triangle"
"84696","us","disk"
"84706","gb","teardrop"
"84711","us","disk"
"84724","us","disk"
"84725","us","disk"
"84728","us","disk"
"84735","us","disk"
"84740","us","disk"
"84746",NA,"disk"
"84751","gb","light"
"84758","us","disk"
"84779","gb","sphere"
"84781","gb","flash"
"84787","gb","unknown"
"84797","gb","fireball"
"84802","gb","teardrop"
"84827","gb","circle"
"84835","us","disk"
"84857","gb","fireball"
"84860","gb","fireball"
"84861","gb","unknown"
"84862","gb","fireball"
"84863",NA,"disk"
"84864","gb","other"
"84866","gb","circle"
"84867","gb","fireball"
"84868","gb","other"
"84869","gb","fireball"
"84871","gb","changing"
"84872","gb","other"
"84875","us","disk"
"84889","us","disk"
"84912","us","disk"
"84919",NA,"disk"
"84924",NA,"disk"
"84932","us","disk"
"84946","us","disk"
"84952","us","disk"
"84964","gb","light"
"84997","gb","oval"
"85028","us","disk"
"85036","gb","other"
"85041","us","disk"
"85042","us","disk"
"85046","us","disk"
"85089","gb","sphere"
"85100","us","disk"
"85104","us","disk"
"85113","us","disk"
"85114","us","disk"
"85118","us","disk"
"85132",NA,"disk"
"85134","us","disk"
"85193","us","disk"
"85194","us","disk"
"85198","us","disk"
"85210",NA,"disk"
"85232","us","disk"
"85237","gb","triangle"
"85239","us","disk"
"85253",NA,"disk"
"85296","us","disk"
"85299","us","disk"
"85335","us","disk"
"85337","ca","disk"
"85338",NA,"disk"
"85341","us","disk"
"85358","us","disk"
"85359","us","disk"
"85366","gb","sphere"
"85374","gb","circle"
"85379","us","disk"
"85383","us","disk"
"85387","gb","triangle"
"85415","us","disk"
"85420","us","disk"
"85436",NA,"disk"
"85492","us","disk"
"85505",NA,"disk"
"85517","us","disk"
"85525","us","disk"
"85531","us","disk"
"85563","gb","flash"
"85570","ca","disk"
"85582","gb","triangle"
"85584","gb","disk"
"85606","gb","cigar"
"85617","us","disk"
"85620","gb","unknown"
"85669","us","disk"
"85684","us","disk"
"85693","us","disk"
"85734","us","disk"
"85736","us","disk"
"85759","us","disk"
"85765","us","disk"
"85771",NA,"disk"
"85772","us","disk"
"85777","us","disk"
"85783","us","disk"
"85789","gb","triangle"
"85792","us","disk"
"85798","gb","triangle"
"85820","us","disk"
"85824","gb","teardrop"
"85826","gb","light"
"85829","us","disk"
"85831","us","disk"
"85851","gb","circle"
"85854","gb","light"
"85864","us","disk"
"85884","us","disk"
"85892","us","disk"
"85919","us","disk"
"85929","gb","triangle"
"85930","us","disk"
"85934","gb","circle"
"85939","us","disk"
"85940","us","disk"
"85944","us","disk"
"85947","gb","disk"
"85959",NA,"disk"
"85960",NA,"disk"
"85961",NA,"disk"
"85970","us","disk"
"85981","gb","unknown"
"85986",NA,"disk"
"85998","us","disk"
"86007","us","disk"
"86018","ca","disk"
"86024",NA,"disk"
"86025","us","disk"
"86046","us","disk"
"86054","gb","triangle"
"86072","gb","changing"
"86080","gb","oval"
"86110","us","disk"
"86111","gb","sphere"
"86114","gb","light"
"86117","gb","light"
"86137","us","disk"
"86146","gb","fireball"
"86148","gb","fireball"
"86162","us","disk"
"86179","us","disk"
"86180","us","disk"
"86200",NA,"disk"
"86201","us","disk"
"86213","us","disk"
"86215","us","disk"
"86224",NA,"disk"
"86256","gb","teardrop"
"86258","gb","changing"
"86266","ca","disk"
"86307","us","disk"
"86321","us","disk"
"86324","gb","circle"
"86333",NA,"disk"
"86339","gb","other"
"86344","ca","disk"
"86355","gb","formation"
"86356","us","disk"
"86367","us","disk"
"86369","us","disk"
"86376","us","disk"
"86422","us","disk"
"86451","us","disk"
"86454","us","disk"
"86457","us","disk"
"86467","us","disk"
"86468","us","disk"
"86476","gb","disk"
"86478",NA,"disk"
"86492","gb","unknown"
"86504","ca","disk"
"86518",NA,"disk"
"86531","us","disk"
"86563","us","disk"
"86574","us","disk"
"86593","gb","light"
"86611","gb","unknown"
"86629","us","disk"
"86631","us","disk"
"86643","us","disk"
"86647","us","disk"
"86664","us","disk"
"86666","us","disk"
"86667","us","disk"
"86671","us","disk"
"86681","ca","disk"
"86685","us","disk"
"86711","gb","oval"
"86712","us","disk"
"86715","gb","oval"
"86719",NA,"disk"
"86720","us","disk"
"86731","us","disk"
"86763","gb","circle"
"86767","gb","light"
"86775","gb","light"
"86830","us","disk"
"86837","gb","circle"
"86907","us","disk"
"86909","us","disk"
"86940","gb","disk"
"86946","gb","other"
"86949","gb","light"
"86958","us","disk"
"86968","gb","changing"
"86973","gb","sphere"
"86996","gb","other"
"86997","gb","other"
"87004","us","disk"
"87025","gb","circle"
"87090","gb","light"
"87102","us","disk"
"87103","us","disk"
"87106","us","disk"
"87109",NA,"disk"
"87139","us","disk"
"87140","us","disk"
"87141","us","disk"
"87153","ca","disk"
"87154","us","disk"
"87157","us","disk"
"87172","us","disk"
"87193","gb","sphere"
"87202","us","disk"
"87203","us","disk"
"87219","us","disk"
"87224","us","disk"
"87238","us","disk"
"87249","us","disk"
"87254","us","disk"
"87257",NA,"disk"
"87309","us","disk"
"87310","us","disk"
"87311",NA,"disk"
"87342","us","disk"
"87343","gb","other"
"87345","us","disk"
"87354","us","disk"
"87360",NA,"disk"
"87394","gb","circle"
"87431","us","disk"
"87436","us","disk"
"87437","us","disk"
"87451","us","disk"
"87456","gb","circle"
"87483","us","disk"
"87484","us","disk"
"87499","gb","unknown"
"87522",NA,"disk"
"87526","us","disk"
"87537","us","disk"
"87665","gb","other"
"87674","us","disk"
"87675","us","disk"
"87681","gb","triangle"
"87725","us","disk"
"87734","gb","oval"
"87735","gb","oval"
"87752","gb","light"
"87755","gb","light"
"87779",NA,"disk"
"87784","gb","sphere"
"87787","us","disk"
"87792","us","disk"
"87807","us","disk"
"87808","gb","circle"
"87811","gb",NA
"87815","us","disk"
"87818","us","disk"
"87831","gb","fireball"
"87835","gb","circle"
"87841","gb","circle"
"87849","us","disk"
"87858","us","disk"
"87882","us","disk"
"87905","us","disk"
"87907","us","disk"
"87911","us","disk"
"87915","us","disk"
"87916","gb","circle"
"87917","us","disk"
"87924","us","disk"
"87931","gb","circle"
"87941","us","disk"
"87943","us","disk"
"87952","gb","triangle"
"87972","us","disk"
"87978","us","disk"
"87981","gb","disk"
"87990","us","disk"
"88004","us","disk"
"88007","gb","light"
"88027","us","disk"
"88058","gb","circle"
"88061","gb","light"
"88099","us","disk"
"88116","us","disk"
"88130","us","disk"
"88137","us","disk"
"88139","us","disk"
"88140","us","disk"
"88141","us","disk"
"88146","gb","other"
"88156","us","disk"
"88185","us","disk"
"88186",NA,"disk"
"88210","gb","disk"
"88211","us","disk"
"88232","us","disk"
"88242","us","disk"
"88285","us","disk"
"88296","us","disk"
"88300","us","disk"
"88313",NA,"disk"
"88319","us","disk"
"88336","us","disk"
"88346","us","disk"
"88350","us","disk"
"88357","ca","disk"
"88359","gb","circle"
"88370",NA,"disk"
"88424","gb","cigar"
"88427","gb","circle"
"88430","us","disk"
"88432","gb","circle"
"88434","us","disk"
"88450","us","disk"
"88511","us","disk"
"88538","us","disk"
"88541","us","disk"
"88572","gb","egg"
"88611","us","disk"
"88614","us","disk"
"88616","us","disk"
"88617","us","disk"
"88621",NA,"disk"
"88623","us","disk"
"88634","gb","light"
"88635","us","disk"
"88639","us","disk"
"88646","gb","triangle"
"88649","us","disk"
"88661","us","disk"
"88683","gb","circle"
"88684","gb","triangle"
"88691",NA,"disk"
"88766","gb","formation"
"88772","gb","teardrop"
"88819","us","disk"
"88825","us","disk"
"88837","us","disk"
"88846","us","disk"
"88847","ca","disk"
"88851",NA,"disk"
"88859","us","disk"
"88865","gb","triangle"
