"","datetime","city","country","shape"
"15533",2020-02-22,"columbus","us",NA
"15534",2020-01-29,"san bernardino","us","sphere"
"15535",2020-01-29,"jackson heights","us","sphere"
"15536",2020-11-21,"paintsville","us","light"
"15537",2020-11-08,"lake buena vista","us","other"
"15538",2020-11-08,"morris","us","diamond"
"15539",2020-11-08,"everett","us","circle"
"15540",2020-11-08,"ashdown","us","other"
"15541",2020-03-21,"ponca",NA,"light"
"15542",2020-03-21,"jackson","us","triangle"
"15543",2020-11-08,"mobile","us","triangle"
"15544",2020-11-08,"holly pond","us","oval"
"15545",2020-11-08,"north bergen","us","other"
"15546",2020-11-08,"miami","us","other"
"15547",2020-02-25,"eden/san angelo (between)",NA,"oval"
"15548",2020-11-08,"charlotte","us","triangle"
"15549",2020-03-11,"chicago","us","unknown"
"15550",2020-11-08,"campbell","us","light"
"15551",2020-11-08,"rockledge","us","unknown"
"15552",2020-03-01,"lake buena vista (epcot center)","us","unknown"
"15553",2020-11-09,"elyria","us","unknown"
"15554",2020-01-19,"cairo (egypt)",NA,"disk"
"15555",2020-03-02,"north dakota (over&#44 inflight)",NA,"other"
"15556",2020-01-17,"camden","us","egg"
"15557",2020-11-09,"tempe","us","light"
"15558",2020-01-17,"west chester","us","triangle"
"15559",2020-01-17,"jackson","us","oval"
"15560",2020-12-03,"girard township",NA,"rectangle"
"15561",2020-07-25,"myrtle beach","us","light"
"15562",2020-12-03,"chalybeate springs","us","unknown"
"15563",2020-01-17,"houston","us","oval"
"15564",2020-01-17,"myrtle beach","us","unknown"
"15565",2020-11-09,"newton","us","light"
"15566",2020-01-17,"little river",NA,"unknown"
"15567",2020-11-09,"syracuse","us","light"
"15568",2020-03-04,"syracuse","us","light"
"15569",2020-12-03,"wooster","us","diamond"
"15570",2020-11-09,"everett","us","chevron"
"15571",2020-11-09,"olympia","us","unknown"
"15572",2020-01-17,"scottsdale","us","light"
"15573",2020-01-17,"mount vernon","us",NA
"15574",2020-11-09,"syracuse","us","formation"
"15575",2020-11-09,"sunbury","us","oval"
"15576",2020-11-09,"elizabethton","us","light"
"15577",2020-11-08,"norman island (britsh virgin islands)",NA,"oval"
"15578",2020-10-11,"sammamish","us","oval"
"15579",2020-11-08,"woodland","us","unknown"
"15580",2020-01-19,"milwaukee","us","formation"
"15581",2020-01-19,"milwaukee","us","formation"
"15582",2020-01-19,"milwaukee","us","formation"
"15583",2020-01-19,"dallas","us","other"
"15584",2020-11-08,"arden","us","fireball"
"15585",2020-01-19,"lincoln","us","formation"
"15586",2020-11-08,"toronto (canada)","ca","light"
"15587",2020-02-08,"liverpool (uk/england)","gb",NA
"15588",2020-01-19,"plymouth (uk/england)","gb","circle"
"15589",2020-11-08,"south pasadena","us","fireball"
"15590",2020-11-08,"mountain view","us","other"
"15591",2020-11-08,"citrus heights","us","sphere"
"15592",2020-11-08,"vail","us","disk"
"15593",2020-11-08,"chicago","us","fireball"
"15594",2020-01-19,"stevens point","us","light"
"15595",2020-11-08,"naples","us","other"
"15596",2020-11-08,"morganfield","us","unknown"
"15597",2020-11-08,"elgin","us","light"
"15598",2020-01-19,"gleneden beach","us","flash"
"15599",2020-11-08,"catskill","us","triangle"
"15600",2020-11-08,"new rome","us","fireball"
"15601",2020-07-16,"fairbanks","us","other"
"15602",2020-11-08,"kingsville","us","oval"
"15603",2020-11-08,"lynchburg","us","other"
"15604",2020-11-08,"conception bay south (canada)",NA,"other"
"15605",2020-11-08,"north las vegas","us","light"
"15606",2020-10-08,"fairbanks","us","other"
"15607",2020-11-08,"new castle","us","fireball"
"15608",2020-01-19,"sumner","us","other"
"15609",2020-01-19,"downers grove","us","light"
"15610",2020-12-16,"longmont","us","circle"
"15611",2020-05-11,"manomet","us","oval"
"15612",2020-11-08,"chatham (canada)","ca","oval"
"15613",2020-01-19,"carlsbad","us","light"
"15614",2020-12-16,"chico","us","triangle"
"15615",2020-05-11,"bullet county (i-65)",NA,"light"
"15616",2020-11-08,"concord","us","flash"
"15617",2020-11-08,"rockledge","us","unknown"
"15618",2020-03-11,"west islip","us","unknown"
"15619",2020-02-14,"providence","us","teardrop"
"15620",2020-02-14,"hudson","us","unknown"
"15621",2020-02-14,"lebec","us","unknown"
"15622",2020-12-07,"hyde park","us","triangle"
"15623",2020-12-07,"bentonville","us","fireball"
"15624",2020-02-14,"sallisaw","us","fireball"
"15625",2020-12-07,"indio","us","cigar"
"15626",2020-12-07,"millington","us","other"
"15627",2020-03-11,"sallisaw","us","fireball"
"15628",2020-12-07,"telford","us","circle"
"15629",2020-12-07,"hildebran","us","oval"
"15630",2020-02-14,"citrus heights","us","triangle"
"15631",2020-12-07,"ormond beach","us","circle"
"15632",2020-12-07,"las vegas",NA,"unknown"
"15633",2020-11-28,"mcdonough","us","oval"
"15634",2020-08-14,"san antonio","us","triangle"
"15635",2020-06-12,"vaughn (canada)",NA,"cigar"
"15636",2020-02-01,"lisbon","us","unknown"
"15637",2020-11-28,"alice","us","sphere"
"15638",2020-02-01,"seattle","us","light"
"15639",2020-11-28,"san francisco","us","other"
"15640",2020-11-28,"cimarron","us","other"
"15641",2020-02-01,"dunnellon","us","light"
"15642",2020-02-01,"burbank","us","cylinder"
"15643",2020-01-10,"rio piedras",NA,"unknown"
"15644",2020-02-01,"los angeles","us","circle"
"15645",2020-11-28,"grand rapids","us","rectangle"
"15646",2020-11-28,"new york city (manhattan)","us","cylinder"
"15647",2020-02-01,"tucson","us","unknown"
"15648",2020-02-01,"lihue","us","unknown"
"15649",2020-02-01,"laval (canada)","ca","formation"
"15650",2020-11-28,"portland","us","unknown"
"15651",2020-11-28,"benson","us","triangle"
"15652",2020-11-28,"birmingham (uk/england)","gb","circle"
"15653",2020-11-28,"corona","us","other"
"15654",2020-02-01,"stockton","us","triangle"
"15655",2020-11-28,"lake worth","us","triangle"
"15656",2020-02-01,"poland","us","oval"
"15657",2020-03-04,"mullia hill",NA,"triangle"
"15658",2020-01-21,"bonney lake","us","light"
"15659",2020-03-04,"land o&#39lakes",NA,"unknown"
"15660",2020-01-10,"albuquerque","us","rectangle"
"15661",2020-01-10,"jackson","us","triangle"
"15662",2020-01-10,"kings mills","us","light"
"15663",2020-01-21,"las vegas","us","circle"
"15664",2020-01-10,"tellico plains","us","triangle"
"15665",2020-01-10,"pittsburg","us",NA
"15666",2020-01-21,"san francisco","us","light"
"15667",2020-01-21,"stanhope","us","light"
"15668",2020-01-21,"hampstead","us","light"
"15669",2020-01-21,"grand prairie","us","rectangle"
"15670",2020-01-10,"golden","us","flash"
"15671",2020-01-21,"gulf of mexico",NA,"disk"
"15672",2020-03-31,"dunstable","us","light"
"15673",2020-01-10,"louisville","us","light"
"15674",2020-01-10,"tucson","us","triangle"
"15675",2020-01-10,"fayetteville","us","rectangle"
"15676",2020-01-10,"batavia","us","light"
"15677",2020-10-31,"conway","us","unknown"
"15678",2020-01-10,"fairview","us","sphere"
"15679",2020-01-21,"long beach","us","other"
"15680",2020-12-12,"glen ellyn","us","egg"
"15681",2020-12-12,"springfield","us","disk"
"15682",2020-03-19,"kendall","us","light"
"15683",2020-03-19,"kendall","us","light"
"15684",2020-03-19,"lock haven","us","sphere"
"15685",2020-03-19,"new york city (manhattan)","us","other"
"15686",2020-03-19,"wildwood crest","us","unknown"
"15687",2020-03-19,"myrtle beach","us","unknown"
"15688",2020-03-19,"ypsilanti","us",NA
"15689",2020-03-19,"san francisco","us","sphere"
"15690",2020-12-12,"laurel","us","sphere"
"15691",2020-03-19,"metairie","us","oval"
"15692",2020-03-19,"plano","us","changing"
"15693",2020-03-19,"electra","us","oval"
"15694",2020-03-19,"louisville","us","egg"
"15695",2020-03-19,"montebello","us","fireball"
"15696",2020-03-19,"anza and garner valley (near)",NA,"unknown"
"15697",2020-03-19,"bluffton",NA,"triangle"
"15698",2020-12-12,"oklahoma city","us","other"
"15699",2020-12-12,"wellington","us","disk"
"15700",2020-03-19,"peru","us","light"
"15701",2020-12-12,"laguna niguel","us","circle"
"15702",2020-12-12,"fuquay varina",NA,"light"
"15703",2020-03-19,"gettysburg","us","triangle"
"15704",2020-03-19,"walnut creek","us","diamond"
"15705",2020-03-19,"brunswick","us","circle"
"15706",2020-03-19,"rustington (uk/england)","gb","oval"
"15707",2020-03-19,"gable","us","light"
"15708",2020-03-19,"long beach","us","triangle"
"15709",2020-03-19,"portland","us","egg"
"15710",2020-12-12,"mechanicsburg","us","other"
"15711",2020-03-19,"little neck bay",NA,"changing"
"15712",2020-02-14,"white oak","us","triangle"
"15713",2020-02-14,"ackerman","us","light"
"15714",2020-11-21,"portland","us","sphere"
"15715",2020-11-21,"bellevue","us","other"
"15716",2020-11-21,"enumclaw","us","rectangle"
"15717",2020-11-21,"inglewood","us","rectangle"
"15718",2020-02-14,"clarksburg","us",NA
"15719",2020-08-30,"gulf breeze","us","unknown"
"15720",2020-02-14,"denver","us","disk"
"15721",2020-11-21,"muskogee","us","cylinder"
"15722",2020-02-14,"troutdale (south of)",NA,"light"
"15723",2020-11-21,"cedarville","us","fireball"
"15724",2020-02-14,"gregory","us","light"
"15725",2020-11-21,"surprise","us","light"
"15726",2020-11-21,"lake havasu city","us","light"
"15727",2020-11-21,"albany","us","triangle"
"15728",2020-11-21,"canby","us","flash"
"15729",2020-01-05,"albany","us","light"
"15730",2020-11-21,"gilbert","us","unknown"
"15731",2020-02-14,"modesto","us","other"
"15732",2020-12-12,"seffner","us","light"
"15733",2020-12-12,"clayton","us","circle"
"15734",2020-12-12,"charlotte","us","formation"
"15735",2020-01-31,"hampstead","us","circle"
"15736",2020-12-12,"sarasota","us","light"
"15737",2020-12-12,"anahiem",NA,"light"
"15738",2020-12-12,"mechanicville","us","other"
"15739",2020-07-03,"sea of cortez (mexico)",NA,"cylinder"
"15740",2020-12-12,"englewood","us","circle"
"15741",2020-01-31,"ocean",NA,"flash"
"15742",2020-12-12,"gresham","us","light"
"15743",2020-12-12,"woodville","us","unknown"
"15744",2020-12-12,"fort myers beach","us",NA
"15745",2020-01-31,"jonesboro","us","sphere"
"15746",2020-12-12,"new york city","us","circle"
"15747",2020-01-24,"venice","us","light"
"15748",2020-12-12,"venice","us","light"
"15749",2020-12-12,"madrid (spain)",NA,"oval"
"15750",2020-12-12,"englewood","us","light"
"15751",2020-12-12,"over many",NA,"other"
"15752",2020-01-31,"basye","us","diamond"
"15753",2020-12-12,"englewood","us","light"
"15754",2020-12-12,"saint stephen","us","flash"
"15755",2020-12-12,"katy","us","triangle"
"15756",2020-03-10,"ogden","us","light"
"15757",2020-01-31,"krum","us","disk"
"15758",2020-02-08,"lincolnshire (uk/england)","gb","circle"
"15759",2020-12-12,"panhandle","us","unknown"
"15760",2020-11-19,"albuquerque","us","disk"
"15761",2020-02-04,"albuquerque","us","sphere"
"15762",2020-11-19,"tunica","us","oval"
"15763",2020-11-11,"silver run (westminster)","us","sphere"
"15764",2020-11-19,"silver springs","us",NA
"15765",2020-01-24,"camano island",NA,"unknown"
"15766",2020-11-04,"danbury","us","fireball"
"15767",2020-11-04,"knoxville","us","circle"
"15768",2020-11-04,"burbank","us","light"
"15769",2020-01-24,"phoenix","us","changing"
"15770",2020-11-04,"omaha","us","light"
"15771",2020-11-04,"corpus christi","us","cigar"
"15772",2020-01-24,"eureka","us","changing"
"15773",2020-01-24,"orlando","us","sphere"
"15774",2020-11-19,"denton","us","disk"
"15775",2020-01-24,"san diego","us","unknown"
"15776",2020-01-24,"fullerton","us","egg"
"15777",2020-11-19,"buena park","us","fireball"
"15778",2020-01-24,"willard","us","oval"
"15779",2020-11-04,"hood river","us","other"
"15780",2020-11-04,"east wenatchee","us","cone"
"15781",2020-01-24,"malone","us","unknown"
"15782",2020-11-19,"goldendale","us","fireball"
"15783",2020-11-04,"lake odessa","us","changing"
"15784",2020-11-19,"neosho","us","rectangle"
"15785",2020-01-24,"austin","us","diamond"
"15786",2020-11-04,"longwood","us","sphere"
"15787",2020-01-24,"manchester (uk/england)","gb","other"
"15788",2020-11-04,"strasburg","us","flash"
"15789",2020-11-04,"eureka","us","rectangle"
"15790",2020-11-04,"studio city","us","disk"
"15791",2020-11-19,"cedar rapids","us","oval"
"15792",2020-11-19,"elk grove","us","sphere"
"15793",2020-11-04,"kenosha","us","light"
"15794",2020-11-04,"mount pleasant","us","circle"
"15795",2020-11-04,"omaha","us","other"
"15796",2020-11-19,"bertram","us","light"
"15797",2020-11-04,"middletown","us","unknown"
"15798",2020-11-04,"fairmont","us","sphere"
"15799",2020-05-13,"houston","us","sphere"
"15800",2020-11-04,"burbank","us","light"
"15801",2020-11-19,"carrboro","us","triangle"
"15802",2020-12-20,"comanche","us","unknown"
"15803",2020-11-19,"petoskey","us","fireball"
"15804",2020-12-20,"los cabos",NA,"triangle"
"15805",2020-11-19,"milton (canada)","ca","unknown"
"15806",2020-11-04,"mount vernon","us","triangle"
"15807",2020-11-19,"greenville","us","circle"
"15808",2020-11-04,"grand rapids","us","formation"
"15809",2020-01-24,"washoe",NA,"formation"
"15810",2020-11-04,"florissant","us","sphere"
"15811",2020-12-20,"loxahatchee","us","other"
"15812",2020-01-24,"oakley","us","fireball"
"15813",2020-11-04,"yardley","us","light"
"15814",2020-01-24,"auror",NA,"chevron"
"15815",2020-01-24,"ocean view","us","formation"
"15816",2020-11-04,"clayton","us","circle"
"15817",2020-11-19,"des moines","us","fireball"
"15818",2020-11-04,"pawling","us","changing"
"15819",2020-02-04,"monterrey (mexico)",NA,"light"
"15820",2020-02-18,"troy","us","circle"
"15821",2020-11-11,"port of long beach",NA,"circle"
"15822",2020-11-11,"manteca","us","unknown"
"15823",2020-11-11,"cuyahoga falls","us","sphere"
"15824",2020-11-11,"pigeon forge","us","light"
"15825",2020-02-04,"courtenay (canada)","ca","light"
"15826",2020-11-11,"orlando","us","cylinder"
"15827",2020-11-11,"bonney lake","us","light"
"15828",2020-11-11,"boerne","us","circle"
"15829",2020-11-11,"anthony","us","changing"
"15830",2020-11-11,"burns","us","circle"
"15831",2020-11-11,"west haven",NA,"circle"
"15832",2020-11-11,"lacey","us","formation"
"15833",2020-11-11,"fairfield","us","triangle"
"15834",2020-11-11,"bridgewater corners","us","light"
"15835",2020-02-04,"jackson","us","other"
"15836",2020-11-11,"nottingham","us","light"
"15837",2020-11-11,"pampa","us","fireball"
"15838",2020-11-11,"tampa","us","fireball"
"15839",2020-11-11,"wyoming","us","light"
"15840",2020-11-11,"parma","us","fireball"
"15841",2020-11-11,"coos bay","us","light"
"15842",2020-11-11,"deer isle","us","rectangle"
"15843",2020-11-11,"huntsville","us","light"
"15844",2020-11-11,"medford","us","triangle"
"15845",2020-11-11,"palmyra","us","light"
"15846",2020-11-11,"ten mile","us","circle"
"15847",2020-02-04,"candler","us","triangle"
"15848",2020-11-11,"flagstaff","us","changing"
"15849",2020-02-04,"hampton","us","triangle"
"15850",2020-11-11,"huntington","us","cross"
"15851",2020-11-11,"tomah","us","triangle"
"15852",2020-11-11,"littleton (roxborough)","us","chevron"
"15853",2020-05-15,"indian harbour beach","us","fireball"
"15854",2020-11-11,"shively","us","light"
"15855",2020-11-11,"pipe creek","us","sphere"
"15856",2020-12-02,"lebanon/centerville",NA,"light"
"15857",2020-12-02,"middletown","us","circle"
"15858",2020-02-04,"oakland","us","light"
"15859",2020-11-11,"bridgeport","us","rectangle"
"15860",2020-11-11,"front royal","us","light"
"15861",2020-11-20,"kuala lumpur (malaysia)",NA,"changing"
"15862",2020-01-16,"watchung (watchung mountain; viewed from)","us","light"
"15863",2020-01-24,"agawam","us","light"
"15864",2020-01-16,"southwick","us","light"
"15865",2020-02-14,"hugoton","us","flash"
"15866",2020-01-16,"san antonio","us","fireball"
"15867",2020-01-16,"carson","us","sphere"
"15868",2020-01-16,"lorton","us","circle"
"15869",2020-01-16,"henderson/thronton/brighton",NA,"fireball"
"15870",2020-01-24,"sioux city","us","circle"
"15871",2020-01-16,"willow springs","us","chevron"
"15872",2020-01-16,"boone","us","triangle"
"15873",2020-01-16,"greensboro","us","teardrop"
"15874",2020-01-16,"tinley park","us","light"
"15875",2020-01-16,"rushville","us","triangle"
"15876",2020-01-16,"rushville","us","triangle"
"15877",2020-01-16,"clarksburg","us","cigar"
"15878",2020-01-30,"erzincan central (turkey)",NA,"light"
"15879",2020-01-16,"holts summit","us","changing"
"15880",2020-04-27,"boggabri (australia)","au","disk"
"15881",2020-10-28,"algiers (algeria)",NA,"rectangle"
"15882",2020-02-14,"scranton","us","rectangle"
"15883",2020-09-09,"tullahoma","us","disk"
"15884",2020-02-16,"brockport","us","disk"
"15885",2020-01-10,"el paso","us","unknown"
"15886",2020-07-16,"milford haven (uk/england)","gb","circle"
"15887",2020-08-07,"fort lee",NA,"disk"
"15888",2020-03-11,"livingston","us","circle"
"15889",2020-09-19,"derry","us","disk"
"15890",2020-11-26,"assenovgrad (bulgaria)",NA,"light"
"15891",2019-11-02,"so. cal.",NA,NA
"15892",2020-06-18,"ridge","us","unknown"
"15893",2020-03-21,"midvale","us","disk"
"15894",2020-09-24,"moorpark","us","sphere"
"15895",2019-11-02,"chelan","us",NA
"15896",2019-11-02,"beaverton","us",NA
"15897",2019-11-02,"alfalfa","us",NA
"15898",2019-11-02,"brockton","us",NA
"15899",2019-11-02,"charleston","us",NA
"15900",2020-11-03,"chesterfield","us",NA
"15901",2020-11-03,"collinsville","us",NA
"15902",2019-03-07,"mckinlyville/eureka (near arcata driving)",NA,"disk"
"15903",2019-01-28,"seattle","us","light"
"15904",2020-12-02,"port colborne (canada)","ca","fireball"
"15905",2020-08-14,"albuquerque","us","oval"
"15906",2019-11-19,"plymouth","us","fireball"
"15907",2020-12-19,"litchfield park","us","triangle"
"15908",2019-11-19,"novato/petaluma area",NA,"fireball"
"15909",2019-11-17,"pueblo/colorado springs (between&#44 i-25)",NA,"other"
"15910",2020-12-02,"spruce grove (canada)","ca","cone"
"15911",2019-11-09,"issaquah","us","triangle"
"15912",2019-02-16,"lake wales","us","fireball"
"15913",2019-02-16,"langley","us","formation"
"15914",2019-02-16,"seattle (south&#44 8600 block e marginal way south)","us","oval"
"15915",2019-02-16,"lake stevens","us","fireball"
"15916",2019-11-09,"kent","us","disk"
"15917",2019-11-17,"papua new guinea",NA,NA
"15918",2020-11-21,"garland","us","unknown"
"15919",2020-12-02,"yucaipa","us","unknown"
"15920",2020-01-22,"mt. vernon","us","disk"
"15921",2020-12-02,"york mills/leslie (over the intersections of) (canada)",NA,"cigar"
"15922",2020-01-22,"houston","us","disk"
"15923",2020-12-02,"windsor locks","us","light"
"15924",2020-08-05,"charlesbourg (xx&egrave;m rue ouest&#44  qu&eacute;bec)",NA,"rectangle"
"15925",2020-12-02,"sidney","us","circle"
"15926",2020-12-02,"prescott (canada)","ca","circle"
"15927",2020-12-02,"ann arbor","us","light"
"15928",2020-02-16,"louisville","us","light"
"15929",2020-12-02,"scottsdale","us","triangle"
"15930",2020-12-02,"sanibel island",NA,"light"
"15931",2020-02-18,"moses lake","us","diamond"
"15932",2020-11-20,"nashville","us","light"
"15933",2020-11-20,"sacramento","us","disk"
"15934",2020-02-03,"auckland (new zealand)",NA,"light"
"15935",2020-11-20,"norwalk","us","formation"
"15936",2020-02-18,"evergreen","us","light"
"15937",2020-11-20,"dublin","us","cigar"
"15938",2020-11-20,"newhalen","us","light"
"15939",2020-08-07,"paintsville","us",NA
"15940",2020-05-15,"paintsville","us","disk"
"15941",2020-11-09,"richmond","us","unknown"
"15942",2020-11-20,"bartow","us","triangle"
"15943",2020-12-07,"hyattsville","us","sphere"
"15944",2020-01-29,"portland","us","triangle"
"15945",2020-11-04,"virginia beach","us","disk"
"15946",2020-01-29,"alexandria","us","formation"
"15947",2020-01-29,"coupeville","us","unknown"
"15948",2020-02-22,"ocean city","us","light"
"15949",2020-11-08,"waldenburg/harrisburg (between)",NA,"triangle"
"15950",2020-11-08,"seattle","us","light"
"15951",2020-03-04,"west bend",NA,NA
"15952",2020-11-08,"california city (east of)","us","light"
"15953",2020-11-26,"phoenxiville",NA,"circle"
"15954",2020-02-05,"boise","us","cigar"
"15955",2020-03-04,"plymouth (uk/england)","gb","light"
"15956",2020-01-20,"capitola","us","cylinder"
"15957",2020-11-26,"wexford","us","cylinder"
"15958",2020-08-11,"poulsbo","us","circle"
"15959",2020-03-04,"northampton (uk/england)","gb","unknown"
"15960",2020-11-08,"rye","us","circle"
"15961",2020-03-04,"wisconsin dells","us","light"
"15962",2020-03-21,"henderson","us","cylinder"
"15963",2020-03-04,"greenwood","us","changing"
"15964",2020-11-08,"greenville","us","light"
"15965",2020-02-11,"ridgefield","us","sphere"
"15966",2020-11-08,"belvidere","us","other"
"15967",2020-02-05,"lorain","us","light"
"15968",2020-03-21,"peru","us","light"
"15969",2020-11-08,"the colony","us","unknown"
"15970",2020-11-08,"ellsinore","us","light"
"15971",2020-11-08,"deming","us","disk"
"15972",2020-11-08,"adelaide (south australia)","au","light"
"15973",2020-11-08,"bowling green (plum springs)","us","unknown"
"15974",2020-11-08,"loveland","us","oval"
"15975",2020-03-21,"grandview","us","oval"
"15976",2020-11-09,"seattle","us","light"
"15977",2020-06-18,"culpeper","us","unknown"
"15978",2020-12-03,"raymore","us","unknown"
"15979",2020-01-17,"pickstown","us","unknown"
"15980",2020-01-31,"kansas city","us","cigar"
"15981",2020-11-09,"college station","us","triangle"
"15982",2020-01-17,"burlington","us","fireball"
"15983",2020-02-22,"buenos aires (argentina)",NA,"other"
"15984",2020-01-17,"manchester (uk/england)","gb","fireball"
"15985",2020-01-17,"dove creek","us","other"
"15986",2020-11-09,"brooks","us","circle"
"15987",2020-11-09,"costa mesa","us","triangle"
"15988",2020-02-12,"mariano lake","us","oval"
"15989",2020-11-09,"roseburg","us","fireball"
"15990",2020-11-09,"marlborough (uk/england)","gb","sphere"
"15991",2020-11-09,"miramar","us","triangle"
"15992",2020-07-05,"pardeeville","us","flash"
"15993",2020-11-09,"brisbane (qld&#44 australia)","au",NA
"15994",2020-12-03,"maumee","us","cigar"
"15995",2020-11-09,"kokomo","us","unknown"
"15996",2020-12-16,"las americas (tenerife&#44 canary islands)",NA,"light"
"15997",2020-11-08,"morgantown","us","unknown"
"15998",2020-11-08,"guilford","us","unknown"
"15999",2020-11-08,"collinsville","us","unknown"
"16000",2020-11-08,"edwardsburg","us","fireball"
"16001",2020-07-05,"mililani",NA,"triangle"
"16002",2020-11-08,"cairo","us","triangle"
"16003",2020-11-08,"moscow (near)","us","sphere"
"16004",2020-01-19,"mansfield","us","formation"
"16005",2020-12-16,"west bridgewater","us","light"
"16006",2020-01-27,"peru/kokomo (near)",NA,"sphere"
"16007",2020-01-19,"peru (near)","us","light"
"16008",2020-11-08,"newcastle","us",NA
"16009",2020-01-19,"lexington","us","unknown"
"16010",2020-11-08,"belton","us","flash"
"16011",2020-11-08,"tacoma","us","circle"
"16012",2020-01-19,"new braunfels","us","oval"
"16013",2020-01-19,"wading river","us","sphere"
"16014",2020-12-16,"helena","us","triangle"
"16015",2020-11-08,"nottinghamshire (uk/england)","gb","fireball"
"16016",2020-01-19,"bangalore (india)",NA,"light"
"16017",2020-11-08,"clovis","us","fireball"
"16018",2020-11-08,"lemoore","us","light"
"16019",2020-12-07,"thornton","us","triangle"
"16020",2020-02-14,"mendenhall","us","diamond"
"16021",2020-12-07,"st. charles","us","formation"
"16022",2020-02-01,"lisieux (france)",NA,"teardrop"
"16023",2020-02-01,"fergus falls","us","oval"
"16024",2020-12-07,"magnolia","us","cylinder"
"16025",2020-03-04,"durango","us","light"
"16026",2020-12-07,"swindon (uk/england)","gb","cigar"
"16027",2020-12-07,"swindon (uk/england)","gb","cigar"
"16028",2020-02-14,"swansea (uk/wales)","gb","sphere"
"16029",2020-05-15,"sandersville","us","unknown"
"16030",2020-12-07,"grimsby (uk/england)","gb","light"
"16031",2020-02-14,"fletcher","us","triangle"
"16032",2020-12-07,"swindon (uk/england)","gb","triangle"
"16033",2020-12-07,"boerne","us","disk"
"16034",2020-02-14,"clermont","us","circle"
"16035",2020-12-07,"bloomington","us","light"
"16036",2020-12-07,"coventry (uk/england)","gb","light"
"16037",2020-12-07,"coventry (uk/england)","gb","circle"
"16038",2020-12-07,"charlottesville","us","light"
"16039",2020-12-07,"selah","us","circle"
"16040",2020-02-01,"portland","us","circle"
"16041",2020-02-14,"gold coast (australia)","au","circle"
"16042",2020-11-28,"chicago","us","light"
"16043",2020-11-28,"jonquiere (canada)","ca","other"
"16044",2020-11-28,"powell","us","triangle"
"16045",2020-11-28,"silverton","us","triangle"
"16046",2020-11-28,"new rochelle","us","light"
"16047",2020-07-05,"bunnell","us","other"
"16048",2020-11-28,"ocilla","us","flash"
"16049",2020-02-01,"st. clair","us","flash"
"16050",2020-11-28,"quincy","us","light"
"16051",2020-11-28,"wesley chapel","us","oval"
"16052",2020-04-17,"cedar falls","us","circle"
"16053",2020-11-28,"salem","us","cylinder"
"16054",2020-02-01,"thessaloniki (greece)",NA,"triangle"
"16055",NA,NA,NA,NA
"16056",NA,NA,NA,NA
"16057",2020-02-01,"murfreesboro","us","light"
"16058",2020-11-28,"parkland","us","rectangle"
"16059",2020-02-01,"carrboro","us","circle"
"16060",2020-02-01,"bremerton","us","formation"
"16061",2020-02-01,"chiloquin","us","circle"
"16062",2020-02-01,"walnut creek","us","unknown"
"16063",2020-11-28,"lubbock","us","teardrop"
"16064",2020-11-28,"corona del mar","us","circle"
"16065",2020-11-28,"corona del mar","us","oval"
"16066",2020-02-01,"navarre","us","triangle"
"16067",2020-11-28,"fullerton","us","fireball"
"16068",2020-02-01,"bradenton","us","light"
"16069",2020-02-01,"oakland","us","fireball"
"16070",2020-02-01,"vancouver","us","unknown"
"16071",2020-02-14,"stephenville","us","disk"
"16072",2020-01-10,"san luis obispo","us","cylinder"
"16073",2020-01-21,"allentown","us","sphere"
"16074",2020-01-21,"ukiah","us","other"
"16075",2020-01-10,"columbus","us","sphere"
"16076",2020-01-21,"goleta","us","triangle"
"16077",2020-01-10,"los angeles","us","cone"
"16078",2020-01-21,"pomona","us","circle"
"16079",2020-01-21,"lakeway","us","disk"
"16080",2020-01-10,"oak forest","us","triangle"
"16081",2020-01-21,"longwood","us","other"
"16082",2020-01-21,"racine","us","light"
"16083",2020-01-21,"yuma (east of)","us","fireball"
"16084",2020-01-10,"duncan","us","light"
"16085",2020-02-14,"swanburg","us","fireball"
"16086",2020-01-21,"alvin","us","cigar"
"16087",2020-01-10,"dublin","us","oval"
"16088",2020-01-21,"altamonte springs","us","disk"
"16089",2020-01-21,"canon","us","circle"
"16090",2020-01-10,"northbrook","us",NA
"16091",2020-01-10,"northbrook","us",NA
"16092",2020-01-10,"northbrook","us","unknown"
"16093",2020-03-19,"san diego","us","triangle"
"16094",2020-01-10,"owatonna","us","cylinder"
"16095",2020-03-19,"winder","us","cigar"
"16096",2020-03-19,"argyle","us","disk"
"16097",2020-02-14,"london (uk/england)","gb","sphere"
"16098",2020-12-12,"rockford","us","light"
"16099",2020-12-12,"toms river","us","unknown"
"16100",2020-12-12,"pleasanton","us","other"
"16101",2020-12-12,"salem","us","triangle"
"16102",2020-03-19,"west chester","us","other"
"16103",2020-03-19,"eatonville","us","light"
"16104",2020-03-19,"portland","us","light"
"16105",2020-03-19,"chandler","us","circle"
"16106",2020-08-07,"battle mountain (south of; on hwy. 95)","us","oval"
"16107",2020-04-14,"grass valley","us","triangle"
"16108",2020-12-12,"wellton","us","light"
"16109",2020-03-19,"pinehurst","us","fireball"
"16110",2020-03-19,"long beach","us","circle"
"16111",2020-03-19,"leesburg","us","light"
"16112",2020-03-19,"hammonton","us","other"
"16113",2020-03-19,"perry","us","sphere"
"16114",2020-03-19,"fairfax","us","unknown"
"16115",2020-03-19,"prospect","us","light"
"16116",2020-03-19,"grand blanc","us","light"
