"","datetime","city","country","shape"
"73315",2020-10-30,"phoenix","us","circle"
"73316",2020-10-30,"mysore (india)",NA,"light"
"73317",2020-10-30,"new york city (brooklyn)","us","rectangle"
"73318",2020-10-30,"walden","us","circle"
"73319",2020-10-30,"roanoke rapids","us","disk"
"73320",2020-10-30,"wenatchee","us","fireball"
"73321",2020-08-14,"portland","us","triangle"
"73322",2020-08-14,"oklahoma city","us","triangle"
"73323",2020-08-14,"charlotte (matthews)","us","disk"
"73324",2020-10-08,"alpharetta","us","light"
"73325",2020-07-19,"vancouver (canada)","ca","other"
"73326",2020-10-08,"williamson county","us","sphere"
"73327",2020-10-31,"newbridge (ireland)",NA,"circle"
"73328",2020-10-08,"simpsonville","us","sphere"
"73329",2020-10-08,"littleton","us","light"
"73330",2020-10-08,"lewisburg","us","other"
"73331",2020-10-08,"goldhead state park (clay co.)",NA,"diamond"
"73332",2020-07-05,"mankato","us","diamond"
"73333",2020-10-08,"queensbury","us","circle"
"73334",2020-10-08,"south charleston","us","triangle"
"73335",2020-10-31,"fort drum",NA,"triangle"
"73336",2020-10-31,"roseville","us","egg"
"73337",2020-10-31,"bakersfield (40 miles north of)","us","unknown"
"73338",2020-10-31,"bellevue","us","light"
"73339",2020-04-13,"tumwater","us","light"
"73340",2020-12-12,"new mexico (location unknown)",NA,"unknown"
"73341",2020-10-31,"austin","us","unknown"
"73342",2020-10-31,"overland park","us","circle"
"73343",2020-10-31,"west seattle","us","oval"
"73344",2020-10-31,"rotherham (uk/england)","gb",NA
"73345",2020-01-10,"lantana","us","circle"
"73346",2020-10-31,"el paso","us","teardrop"
"73347",2020-10-31,"hammond","us","unknown"
"73348",2020-10-31,"elverta","us","rectangle"
"73349",2020-10-31,"chicago","us","light"
"73350",2020-10-31,"rydal","us","fireball"
"73351",2020-10-31,"saskatoon (canada)","ca","light"
"73352",2020-10-31,"addison","us","disk"
"73353",2020-12-12,"brinnon","us","circle"
"73354",2020-08-27,"pleasanton/livermore",NA,"egg"
"73355",2020-08-27,"sacramento","us","sphere"
"73356",2020-08-27,"red lodge","us","circle"
"73357",2020-08-27,"yakima","us","light"
"73358",2020-08-27,"toronto/pickering (canada)",NA,"triangle"
"73359",2020-08-27,"newark","us","disk"
"73360",2020-08-27,"ooltewah","us","sphere"
"73361",2020-08-27,"wells",NA,"triangle"
"73362",2020-08-27,"cross lake",NA,"cylinder"
"73363",2020-08-27,"fountain","us","other"
"73364",2020-08-27,"skidway lake","us","disk"
"73365",2020-08-27,"chebanse","us","triangle"
"73366",2020-08-27,"bishops falls (canada)","ca","circle"
"73367",2020-12-12,"charleston","us","unknown"
"73368",2020-08-27,"shelton","us","light"
"73369",2020-08-27,"worcester","us","sphere"
"73370",2020-12-12,"liverpool (uk/england)","gb","sphere"
"73371",2020-08-27,"somerset","us","unknown"
"73372",2020-08-27,"litchfield","us","fireball"
"73373",2020-12-12,"spain",NA,"changing"
"73374",2020-08-24,"grant","us","light"
"73375",2020-08-24,"murphy","us","oval"
"73376",2020-08-24,"port townsend","us","unknown"
"73377",2020-08-24,"kennewick","us","fireball"
"73378",2020-08-24,"redwood valley","us","formation"
"73379",2020-08-24,"newport","us","light"
"73380",2020-08-24,"cleveland","us","unknown"
"73381",2020-11-21,"des plaines","us","other"
"73382",2020-08-24,"mt. pleasant","us","triangle"
"73383",2020-08-24,"ft. buchanan (puerto rico)",NA,"circle"
"73384",2020-08-24,"waterville","us","oval"
"73385",2020-08-24,"burbank","us","circle"
"73386",2020-08-24,"hollywood","us","disk"
"73387",2020-08-24,"westfield","us","fireball"
"73388",2020-11-21,"troy","us","light"
"73389",2020-08-24,"seattle","us","formation"
"73390",2020-08-24,"wyndmoor","us","triangle"
"73391",2020-08-24,"caledon (from brampton) (canada)","ca","light"
"73392",2020-08-24,"freehold (canada)","us","egg"
"73393",2020-08-24,"devore","us","triangle"
"73394",2020-11-21,"singapore",NA,"teardrop"
"73395",2020-08-24,"glasgow (uk/scotland)","gb","sphere"
"73396",2020-08-24,"flint","us","other"
"73397",2020-08-24,"warren","us","sphere"
"73398",2020-08-24,"warren","us","sphere"
"73399",2020-08-24,"ocala","us","light"
"73400",2020-08-24,"providence","us","diamond"
"73401",2020-03-16,"townsville (australia)","au","fireball"
"73402",2020-08-24,"sunriver","us","light"
"73403",2020-08-24,"orland",NA,"oval"
"73404",2020-08-24,"lynnwood","us","light"
"73405",2020-10-10,"billings","us","light"
"73406",2020-12-12,"mcfarland","us","unknown"
"73407",2020-08-21,"marmora (canada)","ca","other"
"73408",2020-08-21,"hays","us","oval"
"73409",2020-08-21,"auburn","us","flash"
"73410",2020-08-21,"hastings",NA,"changing"
"73411",2020-10-10,"auburn","us","circle"
"73412",2020-08-21,"grand bay-westfield (canada)",NA,"light"
"73413",2020-08-21,"blacksburg","us","other"
"73414",2020-08-21,"timmins (canada)","ca","other"
"73415",2020-12-12,"alpine","us","other"
"73416",2020-08-21,"ewa beach","us","unknown"
"73417",2020-08-21,"fort wayne","us","disk"
"73418",2020-08-21,"ridgway","us","fireball"
"73419",2020-08-21,"dixon","us","disk"
"73420",2020-08-21,"bozeman/clyde park",NA,"light"
"73421",2020-08-21,"houston","us","unknown"
"73422",2020-08-21,"seguin","us","triangle"
"73423",2020-08-21,"central lake","us","light"
"73424",2020-08-21,"corvallis","us","light"
"73425",2020-10-10,"pentwater","us","fireball"
"73426",2020-10-10,"ewa beach","us","circle"
"73427",2020-08-21,"ludington","us","circle"
"73428",2020-08-21,"baraboo","us","fireball"
"73429",2020-08-21,"firebaugh","us","triangle"
"73430",2020-08-19,"guion","us","flash"
"73431",2020-08-19,"frankfort","us","light"
"73432",2020-08-19,"fredericton (canada)","ca","formation"
"73433",2020-08-19,"stillwater","us","other"
"73434",2020-08-19,"boston","us","light"
"73435",2020-08-19,"lahore (pakistan)",NA,"oval"
"73436",2020-09-24,"upland/rancho cucamonga",NA,"cigar"
"73437",2020-08-19,"san antonio","us","sphere"
"73438",2020-08-19,"fulton","us","unknown"
"73439",2020-08-19,"parkman","us","triangle"
"73440",2020-08-19,"la porte",NA,"unknown"
"73441",2020-09-24,"york","us","fireball"
"73442",2020-09-24,"sandy",NA,"fireball"
"73443",2020-08-19,"southampton (canada)","ca","fireball"
"73444",2020-09-24,"antioch","us","light"
"73445",2020-08-19,"south yarmouth","us","cone"
"73446",2020-08-19,"old orchard",NA,"circle"
"73447",2020-08-19,"castleton","us","fireball"
"73448",2020-08-19,"seatac","us","light"
"73449",2020-08-19,"lebanon","us","light"
"73450",2020-08-19,"kelowna (canada)","ca","circle"
"73451",2020-08-19,"sequim","us","diamond"
"73452",2020-10-30,"cowpens","us","rectangle"
"73453",2020-08-30,"franklin","us","fireball"
"73454",2020-08-30,"rochester","us","flash"
"73455",2020-08-30,"sylvania","us","rectangle"
"73456",2020-11-11,"tahoe city","us",NA
"73457",2020-08-30,"phoenix","us","light"
"73458",2020-08-30,"key west","us","cigar"
"73459",2020-08-30,"plantation","us","light"
"73460",2020-08-30,"wethersfield","us","sphere"
"73461",2020-08-30,"west new york",NA,"disk"
"73462",2020-08-30,"alma","us","fireball"
"73463",2020-10-23,"massillon","us","triangle"
"73464",2020-08-30,"waldoboro","us","disk"
"73465",2020-08-30,"seminary","us","triangle"
"73466",2020-08-30,"buckeye","us","light"
"73467",2020-08-30,"north myrtle beach","us","sphere"
"73468",2020-08-30,"winchendon","us","triangle"
"73469",2020-09-09,"romeoville","us","fireball"
"73470",2020-08-30,"allentown (upper macungie twsp)","us","triangle"
"73471",2020-08-30,"captiva","us","oval"
"73472",2020-08-30,"bakersfield","us","light"
"73473",2020-08-30,"gardner","us","triangle"
"73474",2020-08-30,"santa fe","us","fireball"
"73475",2020-08-30,"shoshone","us","light"
"73476",2020-08-30,"new delhi (india)",NA,"light"
"73477",2020-02-22,"fontana","us","light"
"73478",2020-02-14,"unknown",NA,"light"
"73479",2020-01-30,"unknown",NA,"unknown"
"73480",2020-08-05,"sarnesfield&#44 herefordshire (uk/england)",NA,"disk"
"73481",2020-04-13,"proctor","us","cigar"
"73482",2020-09-13,"conshohocken","us","oval"
"73483",2020-11-21,"excelsior","us","circle"
"73484",2019-02-16,"mill valley","us","light"
"73485",2020-06-12,"tarrant city","us","circle"
"73486",2020-10-31,"stanfield","us","disk"
"73487",2020-09-02,"altoona","us","disk"
"73488",2020-10-31,"smithson&#39s valley",NA,"cigar"
"73489",2020-06-21,"prairie grove","us","disk"
"73490",2020-01-17,"hamilton","us","light"
"73491",2020-12-02,"peterborough (canada)","ca","disk"
"73492",2020-04-16,"louisville","us","circle"
"73493",2020-04-12,"artesia","us","other"
"73494",2020-02-22,"bowleys quarters","us","sphere"
"73495",2020-04-16,"puyallup","us","oval"
"73496",2020-12-02,"eagle pass","us","cigar"
"73497",2020-06-18,"longview","us","triangle"
"73498",2019-04-02,"ludlow","us","cigar"
"73499",2020-10-28,"exeter","us","disk"
"73500",2020-01-11,"auburn","us",NA
"73501",2020-08-05,"monroe","us","oval"
"73502",2020-12-07,"roswell","us","unknown"
"73503",2020-05-11,"mohave",NA,"light"
"73504",2020-02-18,"saugus","us","circle"
"73505",2020-12-14,"framingham","us","oval"
"73506",2020-08-28,"barrhead (canada)","ca","light"
"73507",2020-02-14,"new york city (brooklyn)","us","disk"
"73508",2020-09-06,"denver (east of)","us","disk"
"73509",2020-03-21,"nenana","us","oval"
"73510",2020-03-19,"ann arbor","us","disk"
"73511",2020-04-27,"claycomo","us","unknown"
"73512",2020-02-14,"st. louis","us","fireball"
"73513",2020-08-05,"atlantic ocean (unknown)",NA,"cigar"
"73514",2020-04-16,"tahlequah","us","oval"
"73515",2020-10-31,"sullivan","us","light"
"73516",2020-04-18,"oneonta","us","oval"
"73517",2020-04-22,"beaverton","us","cigar"
"73518",2020-02-05,"aurora","us","sphere"
"73519",2020-04-27,"roseville","us","disk"
"73520",2020-06-18,"west lafayette","us","disk"
"73521",2020-12-02,"vernon","us","light"
"73522",2020-08-20,"lowell","us","fireball"
"73523",2020-08-20,"lowell","us","sphere"
"73524",2020-01-17,"rochester (outside of)","us","other"
"73525",2020-10-10,"amherst","us","disk"
"73526",2020-05-02,"galesburg","us","disk"
"73527",2020-10-31,"seattle","us","disk"
"73528",2020-09-19,"albuquerque","us","cigar"
"73529",2020-08-05,"scarborough (canada)","ca","cigar"
"73530",2020-01-10,"westford","us","unknown"
"73531",2020-08-07,"burien","us","light"
"73532",2020-02-14,"sag harbor","us","sphere"
"73533",2020-07-05,"lee vining","us","disk"
"73534",2020-06-18,"gula",NA,"circle"
"73535",2020-03-19,"ft. benning",NA,"sphere"
"73536",2020-01-29,"austin","us","disk"
"73537",2019-02-16,"yosemite pass (in the valley over; nr. nv border)",NA,"disk"
"73538",2020-05-12,"sewickley","us","cigar"
"73539",2020-11-21,"cannon","us","oval"
"73540",2019-04-02,"church hill","us","sphere"
"73541",2020-07-03,"east palestine","us","disk"
"73542",2020-03-19,"st. laurent (canada)",NA,"formation"
"73543",2020-07-04,"pomona","us","light"
"73544",2020-09-02,"greensboro","us","disk"
"73545",2020-01-11,"bjursas/falun (sweden)",NA,"light"
"73546",2020-10-31,"baldwin city","us","circle"
"73547",2020-12-20,"unknown",NA,"circle"
"73548",2020-04-28,"johnstown","us","triangle"
"73549",2020-04-09,"port jefferson","us","disk"
"73550",2020-01-10,"el cajon","us","other"
"73551",2020-04-27,"east barre","us","cylinder"
"73552",2020-06-12,"rockford","us","other"
"73553",2020-02-14,"biola","us","cigar"
"73554",2020-09-01,"toronto (canada)","ca","circle"
"73555",2020-11-26,"lamont","us","formation"
"73556",2020-04-27,"phouc vinh (viet nam)",NA,"unknown"
"73557",2020-10-31,"ensenada (15 miles south of) (mexico)",NA,"formation"
"73558",2020-03-19,"ocean city","us","disk"
"73559",2020-12-12,"newport","us","rectangle"
"73560",2020-11-04,"sabana seca (puerto rico)",NA,"egg"
"73561",2019-03-07,"seymore/farmer city/weldon area",NA,"disk"
"73562",2020-03-23,"grand bay (canada)","ca","unknown"
"73563",2020-07-16,"chateauguay (canada)","ca","triangle"
"73564",2020-08-28,"new river (guyana)",NA,"disk"
"73565",2020-12-12,"beavercreek","us","light"
"73566",2020-06-18,"woodland","us","light"
"73567",2020-02-24,"ellensburg (south of))","us","circle"
"73568",2020-03-19,"mt. sterling",NA,"disk"
"73569",2020-12-02,"toronto (canada)","ca","sphere"
"73570",2020-04-22,"roanoke","us","circle"
"73571",2020-04-15,"san diego","us","unknown"
"73572",2020-03-21,"phillipsburg","us","disk"
"73573",2020-10-20,"farmers branch","us","disk"
"73574",2020-07-04,"south china (three mile pond)","us","sphere"
"73575",2020-07-25,"hudson","us","triangle"
"73576",2020-05-12,"takoma park","us","sphere"
"73577",2020-02-22,"brocton","us","disk"
"73578",2020-10-20,"kent","us","disk"
"73579",2020-07-19,"pullman/allegan",NA,"circle"
"73580",2020-06-12,"gold beach","us","circle"
"73581",2020-10-27,"niagara falls","us","triangle"
"73582",2020-11-26,"redondo","us","disk"
"73583",2020-07-26,"miami","us","cigar"
"73584",2020-12-12,"canon afb",NA,"light"
"73585",2020-02-14,"girard","us","unknown"
"73586",2019-11-01,"chubbuck","us","other"
"73587",2020-12-23,"brigham city (west of)","us","disk"
"73588",2020-12-16,"luning (closest town)","us","disk"
"73589",2020-04-16,"ricketts glen sp",NA,"other"
"73590",2020-06-20,"kingman","us","cylinder"
"73591",2020-09-12,"orange lake","us","disk"
"73592",2020-12-07,"beverly","us","disk"
"73593",2020-07-04,"grenada","us","disk"
"73594",2019-01-28,"mckenzie","us","cone"
"73595",2020-11-20,"albion","us","cigar"
"73596",2020-02-14,"lapeer","us","other"
"73597",2020-10-30,"fildale",NA,"triangle"
"73598",2019-07-14,"solomon","us","fireball"
"73599",2020-01-11,"terre haute","us","circle"
"73600",2020-08-05,"avenue city","us","light"
"73601",2019-01-28,"mcdermitt (ne of;  lat 42 05&#39n  lon 117 00&#39w",NA,"cylinder"
"73602",2020-06-03,"birmingham","us","disk"
"73603",2020-02-12,"buellton","us","other"
"73604",2020-04-01,"fort alexander (canada)",NA,"circle"
"73605",2020-06-09,"kenosha","us","triangle"
"73606",2020-12-23,"lincoln park","us","circle"
"73607",2020-03-21,"hatboro","us","sphere"
"73608",2020-08-05,"weekapaug","us","formation"
"73609",2020-10-15,"ossipee","us","light"
"73610",2020-10-30,"tierra verde","us","changing"
"73611",2020-02-14,"rockford","us","unknown"
"73612",2020-08-01,"brea","us","light"
"73613",2020-08-12,"portage lake",NA,"disk"
"73614",2020-02-01,"plymouth","us","light"
"73615",2020-07-05,"rolla","us","disk"
"73616",2020-07-19,"bristol","us","sphere"
"73617",2019-08-30,"caribou (rural suburb of)","us","light"
"73618",2020-05-24,"interstate 65 (alabama/tennessee)",NA,"light"
"73619",2020-08-05,"porto (portugal)",NA,"sphere"
"73620",2020-03-11,"simi valley","us","fireball"
"73621",2020-12-12,"west bloomfield","us","flash"
"73622",2020-01-10,"longmont","us","rectangle"
"73623",2020-09-29,"rochester","us","unknown"
"73624",2020-08-16,"amherst (canada)","ca","other"
"73625",2020-05-15,"gadsden","us","sphere"
"73626",2020-10-12,"kranglvea (cambodia)",NA,"oval"
"73627",2020-01-10,"romayor","us","fireball"
"73628",2020-06-04,"covington","us","disk"
"73629",2020-02-01,"cape cod",NA,"other"
"73630",2020-08-12,"provo","us","disk"
"73631",2020-09-30,"carbon hill","us","triangle"
"73632",2020-03-23,"statesboro","us","light"
"73633",2020-02-01,"lawrenceburg","us","cigar"
"73634",2020-04-25,"suffolk","us","circle"
"73635",2020-12-23,"ticonderoga","us","triangle"
"73636",2020-01-17,"heath","us","circle"
"73637",2019-08-10,"steubenville","us","disk"
"73638",2019-02-16,"pendleton/athena (between)",NA,"light"
"73639",2020-08-07,"la habra","us","oval"
"73640",2020-07-04,"mammoth lakes","us","circle"
"73641",2020-02-14,"bistolville",NA,"triangle"
"73642",2020-10-11,"campbellsville","us","oval"
"73643",2020-03-19,"west new york",NA,"disk"
"73644",2020-10-31,"iwakuni (japan)",NA,"light"
"73645",2020-01-10,"wenatchee","us","triangle"
"73646",2019-03-07,"beach haven terrace (long beach island)","us","fireball"
"73647",2020-08-05,"gaithersburg","us","circle"
"73648",2020-02-18,"arthur","us","light"
"73649",2020-08-05,"banes (cuba)",NA,"disk"
"73650",2020-06-12,"bend","us","unknown"
"73651",2020-05-15,"bricktown","us","formation"
"73652",2020-02-16,"apollo","us","sphere"
"73653",2020-08-30,"glenndale",NA,"circle"
"73654",2020-02-14,"detroit","us","disk"
"73655",2020-10-30,"gurnee","us","unknown"
"73656",2020-07-29,"jensen","us","cylinder"
"73657",2020-09-06,"sultan (sultan basin)","us","unknown"
"73658",2020-01-10,"jacksonville","us","sphere"
"73659",2020-03-19,"vichy","us","unknown"
"73660",2020-04-01,"huntington beach","us","triangle"
"73661",2020-10-31,"cambridge","us","unknown"
"73662",2020-09-13,"jacksonville beach","us","changing"
"73663",2020-07-30,"highland heights","us","teardrop"
"73664",2020-10-30,"llincoln (near)",NA,"disk"
"73665",2020-01-31,"asbury park","us","sphere"
"73666",2020-09-06,"tuckerton","us","sphere"
"73667",2020-01-11,"old woman mountains area",NA,"disk"
"73668",2020-05-02,"toronto (canada)","ca","light"
"73669",2020-11-16,"plattekill","us","disk"
"73670",2019-04-02,"citrus heights (sacramento area)","us","disk"
"73671",2020-02-14,"cookstown","us","triangle"
"73672",2020-07-26,"hartford","us","fireball"
"73673",2019-08-10,"katonah","us","triangle"
"73674",2019-01-28,"quinton","us","other"
"73675",2020-06-14,"shellsburg","us","triangle"
"73676",2020-10-08,"bedford hills","us","chevron"
"73677",2020-09-24,"columbus (near&#44 at fort benning)","us","disk"
"73678",2020-11-20,"beckley","us","unknown"
"73679",2020-04-27,"cape canaveral","us","light"
"73680",2020-01-10,"quebec city (canada)",NA,"light"
"73681",2020-12-02,"ardrossan (canada)","ca","oval"
"73682",2020-06-04,"haddon heights","us","triangle"
"73683",2019-08-10,"croton-on-hudson","us","sphere"
"73684",2020-08-11,"south glens falls","us","cigar"
"73685",2020-04-04,"stamford","us","disk"
"73686",2020-10-20,"mexico",NA,"light"
"73687",2020-04-27,"brewster","us","chevron"
"73688",2020-03-04,"wabeno","us","other"
"73689",2020-10-30,"sagamore hills","us","rectangle"
"73690",2020-11-28,"arlington","us","triangle"
"73691",2020-08-30,"winnemucca (north of)","us","other"
"73692",2020-12-19,"ramona","us","formation"
"73693",2020-04-14,"eau claire","us","cigar"
"73694",2019-01-28,"south nags head",NA,"triangle"
"73695",2020-10-12,"houston","us","triangle"
"73696",2020-02-08,"garden city","us","circle"
"73697",2019-06-23,"rawalpindi/islamabad (pakistan)",NA,"chevron"
"73698",2020-12-14,"ogden","us","cigar"
"73699",2020-07-04,"spokane","us","triangle"
"73700",2020-12-20,"banff national park (alberta&#44 canada)",NA,"diamond"
"73701",2019-08-10,"stillwater","us","unknown"
"73702",2020-07-16,"seattle","us","disk"
"73703",2020-02-05,"newberg","us","triangle"
"73704",2020-05-27,"decatur","us","sphere"
"73705",2020-05-15,"kitsap county (rural)",NA,"light"
"73706",2020-05-15,"marina","us","other"
"73707",NA,NA,NA,NA
"73708",NA,NA,NA,NA
"73709",2020-07-08,"bremen","us","disk"
"73710",2020-03-06,"bessmer",NA,"light"
"73711",2020-08-05,"rte 7",NA,"chevron"
"73712",2020-03-04,"prince george (canada)","ca","cylinder"
"73713",2020-10-30,"chino valley","us","sphere"
"73714",2020-04-27,"toronto (canada)","ca","cigar"
"73715",2020-05-11,"bellefontaine","us","rectangle"
"73716",2020-12-02,"saskatoon (canada)","ca","light"
"73717",2020-02-14,"brookline","us","triangle"
"73718",2020-05-04,"olancha","us","disk"
"73719",2020-02-14,"union","us","disk"
"73720",2020-01-29,"st. charles","us","oval"
"73721",2020-05-11,"walker valley(pine bush)","us",NA
"73722",2020-08-21,"kingston (north of) (canada)","ca","oval"
"73723",2019-08-30,"highlands","us","rectangle"
"73724",2020-03-18,"mendham","us","fireball"
"73725",2020-01-22,"azucena","us","diamond"
"73726",2020-03-18,"ceres","us","triangle"
"73727",2020-05-29,"seabrook","us","triangle"
"73728",2020-10-30,"sutcliff",NA,"unknown"
"73729",2020-04-13,"west milford (upper greenwood lake)","us","light"
"73730",2020-11-26,"buchanan","us","circle"
"73731",2020-05-15,"rosemere (canada)","ca","diamond"
"73732",2020-03-09,"st. joseph","us","light"
"73733",2020-08-05,"dayton","us","sphere"
"73734",2020-12-20,"tilburg (netherlands)",NA,"triangle"
"73735",2020-12-16,"highlands","us","other"
"73736",2020-07-26,"sponk",NA,"unknown"
"73737",2020-10-12,"perris","us","triangle"
"73738",2020-04-27,"benbrook","us","triangle"
"73739",2020-10-12,"busby","us","light"
"73740",2020-08-05,"ramona","us","unknown"
"73741",2020-08-24,"peru","us","egg"
"73742",2020-03-18,"chowchilla","us","disk"
"73743",2020-02-24,"hagerhill","us","cigar"
"73744",2020-05-13,"toledo","us","light"
"73745",2019-11-01,"marquette","us","egg"
"73746",2020-02-04,"elk grove","us","other"
"73747",2020-10-11,"new hope","us","triangle"
"73748",2019-11-09,"interlachen","us","other"
"73749",2020-07-16,"norwood","us","cigar"
"73750",2020-02-14,"limerick","us","circle"
"73751",2020-03-19,"coatsville",NA,"circle"
"73752",2020-04-27,"lethbridge (alberta) (canada)","ca",NA
"73753",2020-06-21,"bristow","us","triangle"
"73754",2020-01-10,"greenville","us","circle"
"73755",2020-12-12,"cloverdale","us","flash"
"73756",2020-12-23,"palm desert","us","triangle"
"73757",2020-08-05,"st. augustine","us","triangle"
"73758",2019-04-02,"randle","us","other"
"73759",2020-05-24,"menifee","us","disk"
"73760",2020-08-05,"pite&aring; (sweden)",NA,"fireball"
"73761",2020-07-16,"haarlem (netherlands)",NA,"formation"
"73762",2020-10-31,"rock river","us","disk"
"73763",2020-03-19,"springfield","us","unknown"
"73764",2020-03-19,"east bernstadt","us","cigar"
"73765",2020-08-28,"uk/england",NA,"oval"
"73766",2020-10-31,"glenwood springs","us","light"
"73767",2019-01-28,"arlington","us","diamond"
"73768",2020-09-29,"denver","us","other"
"73769",2020-02-14,"gilette",NA,"fireball"
"73770",2020-03-31,"hazleton (near)","us","unknown"
"73771",2020-11-21,"bakersfield (near)","us","triangle"
"73772",2020-08-05,"bakersfield (near)","us","triangle"
"73773",2020-01-22,"earlham","us","rectangle"
"73774",2019-01-28,"rancho mirage","us","rectangle"
"73775",2019-01-28,"cuena park",NA,"light"
"73776",2020-12-14,"appalachian",NA,"light"
"73777",2019-11-02,"tacoma","us",NA
"73778",2019-11-02,"arcadia shores",NA,NA
"73779",2019-11-02,"vashon island",NA,NA
"73780",2019-11-02,"fife","us",NA
"73781",2020-02-10,"yankton","us","oval"
"73782",2019-11-02,"hoh river",NA,NA
"73783",2020-09-17,"pidley&#44 huntingdon (uk/england)",NA,"disk"
"73784",2020-08-24,"aleppo (syria)",NA,"disk"
"73785",2020-10-11,"chatsworth (fort mountain community)","us","teardrop"
"73786",2020-06-12,"hampton","us","cigar"
"73787",2020-05-12,"connecticut (unspecifice)",NA,"triangle"
"73788",2020-03-09,"flagstaff","us","oval"
"73789",2020-09-04,"victoria (canada)","ca","changing"
"73790",2020-11-20,"hampton","us","other"
"73791",2019-11-17,"sandpoint","us","disk"
"73792",2020-10-12,"grand haven","us","unknown"
"73793",2020-06-18,"brunswick","us","other"
"73794",2019-11-02,"crescent city","us",NA
"73795",2020-03-04,"davis","us","cone"
"73796",2020-12-09,"burlington","us","light"
"73797",2020-08-11,"lubbock","us","circle"
"73798",2020-11-09,"new braunfels","us","disk"
"73799",2019-03-07,"grand rapids","us","light"
"73800",2019-03-07,"grand rapids","us","light"
"73801",2020-05-24,"beeville","us","light"
"73802",2020-02-23,"gold beach","us","other"
"73803",2020-06-06,"new zealand",NA,"circle"
"73804",2020-01-31,"greenwich","us","rectangle"
"73805",2019-02-16,"bethel","us","triangle"
"73806",2020-12-05,"new leake&#44 boson&#44 lincolnshire (uk/england)",NA,"triangle"
"73807",2020-05-24,"clymer","us","other"
"73808",2020-12-02,"richwood","us","formation"
"73809",2020-01-31,"beckley","us","other"
"73810",2020-02-14,"aveiro (portugal)",NA,"light"
"73811",2020-07-23,"kelowna (canada)","ca","egg"
"73812",2020-02-16,"centerport (long island)","us","cross"
"73813",2020-07-16,"lexington","us","light"
"73814",2020-02-14,"penrose","us","other"
"73815",2020-01-17,"wellfleet","us","triangle"
"73816",2020-01-19,"plattsburg",NA,"triangle"
"73817",2019-08-10,"acton (approx.)","us","oval"
"73818",2020-02-01,"coimbra (portugal)",NA,"circle"
"73819",2020-09-09,"millerstown","us","triangle"
"73820",2020-08-05,"golden valley","us","light"
"73821",2020-08-16,"bigfork","us","sphere"
"73822",2020-04-13,"shelbina","us","unknown"
"73823",2020-02-24,"parkersburg (10 miles south of ohio/w.virginia border near)","us","triangle"
"73824",2019-11-19,"lenexa (greater kansas city metro area)","us","disk"
"73825",2020-03-19,"denmark","us","disk"
"73826",2019-01-28,"roy","us","chevron"
"73827",2020-02-08,"buffalo","us","sphere"
"73828",2020-04-22,"soulatge (near st. paul) (france)",NA,"oval"
"73829",2020-01-11,"idaho falls","us","other"
"73830",2019-06-02,"kingsman/hoover dam (between)",NA,"light"
"73831",2020-11-26,"robertson county","us","other"
"73832",2020-03-16,"clearfield","us","triangle"
"73833",2020-01-07,"lahaina","us","triangle"
"73834",2019-01-28,"west sunbury","us","light"
"73835",2020-10-30,"stonewall","us",NA
"73836",2020-05-15,"highlands ranch","us","flash"
"73837",2020-09-13,"janesville","us","light"
"73838",2020-06-04,"logan","us","triangle"
"73839",2020-08-30,"perryville","us","fireball"
"73840",2020-08-16,"everett","us","other"
"73841",2020-10-08,"tracy (near; on i-5; close to gilroy)","us","circle"
"73842",2020-01-03,"san fernando","us","triangle"
"73843",2020-07-13,"everett","us","sphere"
"73844",2020-05-24,"keflavik (iceland)",NA,"circle"
"73845",2020-12-02,"lefroy (canada)","ca","sphere"
"73846",2020-05-24,"toledo","us","unknown"
"73847",2020-02-22,"thomasville","us","sphere"
"73848",2020-02-14,"southampton (uk/england)","gb","teardrop"
"73849",2020-05-02,"sterling","us","unknown"
"73850",2019-11-01,"simi valley","us","light"
"73851",2020-12-05,"luton (uk/england)","gb","light"
"73852",2020-11-02,"seattle","us","unknown"
"73853",2020-09-04,"pontiac","us","light"
"73854",2020-12-12,"annapolis","us","triangle"
"73855",2020-03-23,"crestline (silverwood lake)","us","triangle"
"73856",2019-01-28,"new york city (jfk international airport)","us","light"
"73857",2020-11-20,"deshler","us","rectangle"
"73858",2020-06-20,"kelowna (canada)","ca","oval"
"73859",2020-04-30,"plano","us","unknown"
"73860",2020-10-31,"saint john (canada)","ca","disk"
"73861",2020-08-28,"parkersburg","us","cylinder"
"73862",2020-07-01,"talco","us","light"
"73863",2020-02-10,"senatere (canada)",NA,"sphere"
"73864",2020-10-15,"boulder","us","other"
"73865",2019-10-02,"seattle (1-90&#44 between mercer island and seattle)","us","unknown"
"73866",2020-07-01,"valparaiso","us","disk"
"73867",2020-07-01,"lake saint louis","us","diamond"
"73868",2020-07-01,"greencreek","us","cigar"
"73869",2020-07-01,"eleanor","us","cigar"
"73870",2020-07-01,"lancaster","us","fireball"
"73871",2020-07-01,"boulder","us","light"
"73872",2020-07-01,"mccrory","us","triangle"
"73873",2020-08-07,"vancouver","us","unknown"
"73874",2019-08-30,"glendale","us","formation"
"73875",2020-10-20,"bath","us","changing"
"73876",2020-07-01,"gila bend/yuma (between)",NA,"fireball"
"73877",2020-06-18,"fayetteville","us","light"
"73878",2020-11-28,"gaylesville","us","unknown"
"73879",2020-01-21,"hobe sound","us","circle"
